old_case	baseline_inputs	baseline_sha256	assertion	disposition	destination	observation	verification
pa4/tests/910-recurse2.t	pa4/tests/910-recurse2.t	dc401884a1d54501c249366df80fdfd042d56d9b34351811a36869b7cd1cc7de	recurse2	retain	pa4/tests/macros/910-recurse2.t	File-output token stream and exit status; diagnostics ignored	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa4/tests/920-deferred-helper-argument-prescan.t	pa4/tests/920-deferred-helper-argument-prescan.t	39e077e27a97e661dd1bd0185642cb213da31a70a90628666f3e7695edab00fb	deferred helper argument prescan	retain	pa4/tests/macros/920-deferred-helper-argument-prescan.t	File-output token stream and exit status; diagnostics ignored	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/100-empty.t	pa5/tests/100-empty.t	377147546546da0be82cd4846acaa48a4caaaf37d2c8b2905bb01217cbb21a2d	empty	covered elsewhere	pa4/tests/macros/100-empty.t	Identical input already retained in macro group; same file interface	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/100-nodefs.t	pa5/tests/100-nodefs.t	1c66235e681c2194c942b8607275b77289477c811c91631d56e632a224170409	nodefs	covered elsewhere	pa4/tests/macros/100-nodefs.t	Identical input already retained in macro group; same file interface	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/120-invalid.t	pa5/tests/120-invalid.t	dc70d94c7f89fb153bdcfbe20d704822180dbf2dca43da7facb6f8a4ebb9066d	invalid	retain	pa4/tests/directives/120-invalid.t	File-output token stream and exit status; diagnostics ignored	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/150-error.t	pa5/tests/150-error.t	9153504a5a78ef6604fd80b4741571e5678349098ea1f05fcc7795e0306d20d8	error	retain	pa4/tests/directives/150-error.t	File-output token stream and exit status; diagnostics ignored	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/150-max.t	pa5/tests/150-max.t	883236f3593bf8e7bbc64276f1d16d06740c2c9e372d3708fb63a18b349aa949	max	covered elsewhere	pa4/tests/macros/150-max.t	Identical input already retained in macro group; same file interface	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/150-no-error.t	pa5/tests/150-no-error.t	06b9d85e89477df4f092ab89cf6f26379033673a9a5d3bdc8c54dacb98d296ad	no error	retain	pa4/tests/directives/150-no-error.t	File-output token stream and exit status; diagnostics ignored	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/150-null-directive.t	pa5/tests/150-null-directive.t	2e1d3e1d2bb074f41b7cb2ee716b758104bc1ff1a22d8354c01ffba3bed1f470	null directive	retain	pa4/tests/directives/150-null-directive.t	File-output token stream and exit status; diagnostics ignored	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/170-nondir1.t	pa5/tests/170-nondir1.t	03014e935010c3cbdb87e03feebbd9bfffa7b03537fdfe719507461c656f4dd5	nondir1	retain	pa4/tests/directives/170-nondir1.t	File-output token stream and exit status; diagnostics ignored	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/170-nondir2.t	pa5/tests/170-nondir2.t	9104c00ed6b0a2ea9ecfee5c1d4364bf2593720187cee7047ef10bfdb802455c	nondir2	retain	pa4/tests/directives/170-nondir2.t	File-output token stream and exit status; diagnostics ignored	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/170-nondir3.t	pa5/tests/170-nondir3.t	15a3a84c708a5d575bc481ce4720ceed3b7b7e7bd90b44f13a4c58d4953d5d76	nondir3	retain	pa4/tests/directives/170-nondir3.t	File-output token stream and exit status; diagnostics ignored	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/170-nondir4.t	pa5/tests/170-nondir4.t	3d109941f0babd6c72a856210236c76ffa2605edb9d302146ca71ba2fec02871	nondir4	retain	pa4/tests/directives/170-nondir4.t	File-output token stream and exit status; diagnostics ignored	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/170-nondir5.t	pa5/tests/170-nondir5.t	153e13267b2beced9bb51394739a0af817c494b65e0558d96c44ac274e67515e	nondir5	retain	pa4/tests/directives/170-nondir5.t	File-output token stream and exit status; diagnostics ignored	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/170-nondir6.t	pa5/tests/170-nondir6.t	978e53d038ea354c7687db50cf557695c5e593cd960a57a8da5d799ee35d5888	nondir6	retain	pa4/tests/directives/170-nondir6.t	File-output token stream and exit status; diagnostics ignored	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/200-conditional-exclusion.t	pa5/tests/200-conditional-exclusion.t	4113a253cd17eacc49dbfb99d425c8991eaa050c071f3c1123c80bda9eae7a3d	conditional exclusion	retain	pa4/tests/directives/200-conditional-exclusion.t	File-output token stream and exit status; diagnostics ignored	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/200-defined-identifier-like-operator.t	pa5/tests/200-defined-identifier-like-operator.t	ad358e43a95077f5a840a906dfd036f6ef15031740922f2671671090902d8d27	defined identifier like operator	retain	pa4/tests/directives/200-defined-identifier-like-operator.t	File-output token stream and exit status; diagnostics ignored	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/200-fnlike.t	pa5/tests/200-fnlike.t	4a4e883171226c04d7ae010852965c15fe660c52c6005575f3d2d075fd8fbbdb	fnlike	covered elsewhere	pa4/tests/macros/200-fnlike.t	Identical input already retained in macro group; same file interface	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/200-if.t	pa5/tests/200-if.t	e40fcbd1a7c17eb8787a356402b7e0e761494531d85ca672c398a3b444614264	if	retain	pa4/tests/directives/200-if.t	File-output token stream and exit status; diagnostics ignored	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/200-include.t	pa5/tests/200-include.t	21b51b63709e0e18599d4da42db92250e6eaffa4e570e2cbda3d5b4b7b21ba9e	include	retain	pa4/tests/directives/200-include.t	File-output token stream and exit status; diagnostics ignored	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/200-onedef.t	pa5/tests/200-onedef.t	2463708a5ac547efdae204cb342a121e76b1cae2eb6e735662038359b50971d4	onedef	covered elsewhere	pa4/tests/macros/200-onedef.t	Identical input already retained in macro group; same file interface	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/250-badvargs1.t	pa5/tests/250-badvargs1.t	63c5990a2efe42d9d42fb28b0dd114f77911dcc13a087bb88ac55f83b4a355ff	badvargs1	covered elsewhere	pa4/tests/macros/250-badvargs1.t	Identical input already retained in macro group; same file interface	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/250-badvargs2.t	pa5/tests/250-badvargs2.t	ef589e7fd2354a0e7956cc588eeff0d539ec73f10ca95ce2fd49a90eb083eea2	badvargs2	covered elsewhere	pa4/tests/macros/250-badvargs2.t	Identical input already retained in macro group; same file interface	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/250-badvargs3.t	pa5/tests/250-badvargs3.t	ee1c9a1964e175ac3865385e27898aa54e6372034760ee86253405f3895a59fd	badvargs3	covered elsewhere	pa4/tests/macros/250-badvargs3.t	Identical input already retained in macro group; same file interface	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/250-badvargs4.t	pa5/tests/250-badvargs4.t	9d6c20fd6ea9b4642e84b928ed26650b81b0b39a1c4e88ff1046df87a801cc7a	badvargs4	covered elsewhere	pa4/tests/macros/250-badvargs4.t	Identical input already retained in macro group; same file interface	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/250-join.t	pa5/tests/250-join.t	95ed9784a5e370144d0f5191bdc23613cc5a5640e2af48206ec8ca27cf4321d1	join	covered elsewhere	pa4/tests/macros/250-join.t	Identical input already retained in macro group; same file interface	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/300-badhash1-1.t	pa5/tests/300-badhash1-1.t	542c375e07f0cad1e1f9afe81657985e3c43b17a941e9099624d651ea8394a51	badhash1 1	covered elsewhere	pa4/tests/macros/300-badhash1-1.t	Identical input already retained in macro group; same file interface	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/300-badhash1-2.t	pa5/tests/300-badhash1-2.t	934bccc2bbb551e4694b226f36bb882e4e2ab2e1acc7485cb5b2bec16537d35c	badhash1 2	covered elsewhere	pa4/tests/macros/300-badhash1-2.t	Identical input already retained in macro group; same file interface	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/300-badhash1-3.t	pa5/tests/300-badhash1-3.t	944644ef63623eecdda751e3322b2d5ce473f4146705eea197608033b8629747	badhash1 3	covered elsewhere	pa4/tests/macros/300-badhash1-3.t	Identical input already retained in macro group; same file interface	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/300-badhash2-1.t	pa5/tests/300-badhash2-1.t	a2a553195a143477300466e4270b694ef31e16bce7c6a55c718fdf410fd092dd	badhash2 1	covered elsewhere	pa4/tests/macros/300-badhash2-1.t	Identical input already retained in macro group; same file interface	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/300-badhash2-2.t	pa5/tests/300-badhash2-2.t	52995c93aba03f6af849bd296c104f9e389d67e36210dfdf39cfba723c1ec75e	badhash2 2	covered elsewhere	pa4/tests/macros/300-badhash2-2.t	Identical input already retained in macro group; same file interface	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/300-badhash2-3.t	pa5/tests/300-badhash2-3.t	27ab8c630fde7cf5c524c9c1b42fe5a0d967b0ac7c3dc2cc66ec4a6c2c9461d0	badhash2 3	covered elsewhere	pa4/tests/macros/300-badhash2-3.t	Identical input already retained in macro group; same file interface	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/300-badhash2-4.t	pa5/tests/300-badhash2-4.t	c36879ca4c462c8724bb524de4bb9b933a41f96387cbd2d59f54e4669b938b52	badhash2 4	covered elsewhere	pa4/tests/macros/300-badhash2-4.t	Identical input already retained in macro group; same file interface	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/300-defined-operator-misuse.t	pa5/tests/300-defined-operator-misuse.t	6a8dcb9ac3ef47fa45a5a6ffd1596d69d316b4a4e29a98cb69da4050a00c8da2	defined operator misuse	retain	pa4/tests/directives/300-defined-operator-misuse.t	File-output token stream and exit status; diagnostics ignored	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/300-identifier-missing.t	pa5/tests/300-identifier-missing.t	876a79cb3b31f756d28248c3fba9def02b185a01c9ed7a8422ffec4d333b86a3	identifier missing	covered elsewhere	pa4/tests/macros/300-identifier-missing.t	Identical input already retained in macro group; same file interface	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/300-line-new-line.t	pa5/tests/300-line-new-line.t	4c3fec4e6fb77bb85f8b0f62e857e9815b9e3a4c845a40c407bbf30475beaba2	line new line	retain	pa4/tests/directives/300-line-new-line.t	File-output token stream and exit status; diagnostics ignored	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
pa5/tests/300-undef-extra.t	pa5/tests/300-undef-extra.t	1ebb6e8d128c0e9e4390f853c5b523bfeac2d9695807a8e506ff66a7a7026e35	undef extra	covered elsewhere	pa4/tests/macros/300-undef-extra.t	Identical input already retained in macro group; same file interface	PA4 105/105 in ordinary and batch mode; mixed check 2/2; original acceptance preserved; token comparison reviewed (file paths and selected reductions only)
