test	directory	prefix	opus_initial	trusted_initial	aggregate_reason	opus_failure	trusted_failure	feature_cluster	opus_commit_evidence	opus_plan_evidence	opus_log_evidence	candidate_owner_pa	classification	minimal_example	proposed_test_path	action_status	notes
pa23/tests/spec/100-constructor-template-const-ref-conversion.t	pa23/tests/spec	100	fail	fail	both_fail	generated LowIR does not match reference after relaxed metadata canonicalization and order canonicalization; canonical diff written to tests/spec/100-constructor-template-const-ref-conversion.my.lowir.compare.diff	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	constructor-and-conversion-template-deduction-overload-selection	12a043a36 converting ctor-template reference binding; 06faea325 prefer rvalue ctor template; a6c373488 ICS ctor selection; 8282e47cf by-value converting ctor template; 6e909ebd5 conversion-function-template copy-init; f8660aa27 assignment via conversion operator	Opus final plan Loop 55/56 and Work log item 11 describe constructor/conversion-template deduction, overload ranking, copy-init, and assignment conversion composition.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: generated LowIR does not match reference after relaxed metadata canonicalization and order canonicalization; canonical diff written to tests/spec/100-constructor-template-const-ref-conversion.my.lowir.compare.diff	pa22	feature-interaction-earliest-owner	pa22/tests/spec/300-constructor-template-const-ref-conversion.t	pa22/tests/spec/300-constructor-template-const-ref-conversion.t	test-added	seed=both_fail; same ref-stable PA22 reducer covers the matching general/spec PA23 rows; Opus PA23 start 1963d796e LowIR mismatches; Opus 12a043a36 and f8660aa27 compare cleanly.
pa23/tests/spec/100-dependent-qualified-return-type.t	pa23/tests/spec	100	pass	fail	trusted_only		tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	dependent-qualified-lookup-current-specialization-and-friend-scope	7020b769c dependent qualified name without typename; 3bec27bf4 alias-template-id qualifier in value context; 51026c3d2 injected-class-name functional cast; b921be822 substitute TTP in current-specialization type; 72025a570 NTTP from class-template-id arg + in-class labels; 997e77f27 qualified-member call most-vexing parse	Opus final pa23/plan.md Work log items 5/8/10 and Loop 56 notes cover dependent qualified lookup, current specialization, friend/member scope, and source owner preservation.	Opus initial PA23 baseline passed this row (trusted_only seed); no Opus fixing transition, classification from test content plus Trusted seeded failure: tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	pa18-or-pa21	implementation-bug-only			no-action	seed=trusted_only; Opus PA23 start 1963d796e already accepts this row, so there is no Opus fail/fix transition for an earlier reducer backfill.
pa23/tests/spec/100-dependent-template-id-qualified-member-source-owner.t	pa23/tests/spec	100	pass	fail	trusted_only		generated LowIR does not match reference after relaxed metadata canonicalization and order canonicalization; canonical diff written to tests/spec/100-dependent-template-id-qualified-member-source-owner.my.lowir.compare.diff	dependent-qualified-lookup-current-specialization-and-friend-scope	7020b769c dependent qualified name without typename; 3bec27bf4 alias-template-id qualifier in value context; 51026c3d2 injected-class-name functional cast; b921be822 substitute TTP in current-specialization type; 72025a570 NTTP from class-template-id arg + in-class labels; 997e77f27 qualified-member call most-vexing parse	Opus final pa23/plan.md Work log items 5/8/10 and Loop 56 notes cover dependent qualified lookup, current specialization, friend/member scope, and source owner preservation.	Opus initial PA23 baseline passed this row (trusted_only seed); no Opus fixing transition, classification from test content plus Trusted seeded failure: generated LowIR does not match reference after relaxed metadata canonicalization and order canonicalization; canonical diff written to tests/spec/100-dependent-template-id-qualified-member-source-owner.my.lowir.compare.diff	pa18-or-pa21	implementation-bug-only			no-action	seed=trusted_only; Opus PA23 start 1963d796e already accepts this row, so there is no Opus fail/fix transition for an earlier reducer backfill.
pa23/tests/spec/100-enum-value-partial-specialization-base.t	pa23/tests/spec	100	pass	fail	trusted_only		tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	class-partial-specialization-selection	15a2e9c8d cv-qualifier-correct partial specialization and partial ordering; 33a806b05 TTP partial ordering	Opus final plan Work log item 4 names deterministic partial-specialization selection and ordering as a fixed root cause.	Opus initial PA23 baseline passed this row (trusted_only seed); no Opus fixing transition, classification from test content plus Trusted seeded failure: tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	pa21	implementation-bug-only			no-action	no earlier assignment test added: PA23 source accepts at Opus PA23 start 1963d796e and sampled later commits, so this row has no historical fail/fix transition proving a missing earlier reducer; current/reference screen did not identify a promotable reduced backfill
pa23/tests/spec/100-explicit-instantiation-after-explicit-specialization-no-effect.t	pa23/tests/spec	100	pass	fail	trusted_only		generated LowIR does not match reference after relaxed metadata canonicalization and order canonicalization; canonical diff written to tests/spec/100-explicit-instantiation-after-explicit-specialization-no-effect.my.lowir.compare.diff	explicit-specialization-and-explicit-instantiation-ownership	0044efd8b explicit-instantiation lowering; 447aab065 stale primary refresh; b9c1574cb member-function explicit specialization; 569fcbd79 member-function explicit instantiation; fb9e82eeb full explicit-specialization defaults	Opus final plan Work log items 9/11 plus explicit-specialization rejection notes cover stale-primary refresh, member ownership, static data, and explicit-instantiation lowering.	Opus initial PA23 baseline passed this row (trusted_only seed); no Opus fixing transition, classification from test content plus Trusted seeded failure: generated LowIR does not match reference after relaxed metadata canonicalization and order canonicalization; canonical diff written to tests/spec/100-explicit-instantiation-after-explicit-specialization-no-effect.my.lowir.compare.diff	pa21	implementation-bug-only			no-action	no earlier assignment test added: PA23 source accepts at Opus PA23 start 1963d796e and sampled explicit-specialization commits, so there is no Opus fail/fix transition proving a missing earlier reducer
pa23/tests/spec/100-explicit-instantiation-static-member-function.t	pa23/tests/spec	100	fail	fail	both_fail	generated LowIR does not match reference after relaxed metadata canonicalization and order canonicalization; canonical diff written to tests/spec/100-explicit-instantiation-static-member-function.my.lowir.compare.diff	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	explicit-specialization-and-explicit-instantiation-ownership	0044efd8b explicit-instantiation lowering; 447aab065 stale primary refresh; b9c1574cb member-function explicit specialization; 569fcbd79 member-function explicit instantiation; fb9e82eeb full explicit-specialization defaults	Opus final plan Work log items 9/11 plus explicit-specialization rejection notes cover stale-primary refresh, member ownership, static data, and explicit-instantiation lowering.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: generated LowIR does not match reference after relaxed metadata canonicalization and order canonicalization; canonical diff written to tests/spec/100-explicit-instantiation-static-member-function.my.lowir.compare.diff	pa21	harness-or-reference-issue	analysis/reducers/pa21-explicit-instantiation-static-member-function.t		no-action	seed=both_fail; reducer is C++11 valid and current/reference both accept, but relaxed LowIR comparison fails on object_root metadata for the explicitly instantiated static member function; recorded in analysis/reference-reducer-failures.md
pa23/tests/spec/100-explicit-specialization-after-instantiation.t	pa23/tests/spec	100	fail	fail	both_fail	tool exit status mismatch (expected EXIT_FAILURE, got EXIT_SUCCESS)	tool exit status mismatch (expected EXIT_FAILURE, got EXIT_SUCCESS)	explicit-specialization-and-explicit-instantiation-ownership	0044efd8b explicit-instantiation lowering; 447aab065 stale primary refresh; b9c1574cb member-function explicit specialization; 569fcbd79 member-function explicit instantiation; fb9e82eeb full explicit-specialization defaults	Opus final plan Work log items 9/11 plus explicit-specialization rejection notes cover stale-primary refresh, member ownership, static data, and explicit-instantiation lowering.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: tool exit status mismatch (expected EXIT_FAILURE, got EXIT_SUCCESS)	pa21	feature-interaction-earliest-owner	analysis/reducers/pa21-explicit-specialization-after-instantiation.t	pa21/tests/spec/300-explicit-specialization-after-instantiation.t	test-added	seed=both_fail; negative PA21 explicit-specialization-after-instantiation rule; g++ rejects as invalid C++11 and current/reference reject; Opus start 1963d796e wrongly accepts and Opus fb9e82eeb rejects; external failure refs generated; focused PA21 check passed
pa23/tests/spec/100-explicit-specialization-cross-converting-ctor-body.t	pa23/tests/spec	100	fail	fail	both_fail	generated LowIR does not match reference after relaxed metadata canonicalization and order canonicalization; canonical diff written to tests/spec/100-explicit-specialization-cross-converting-ctor-body.my.lowir.compare.diff	tool exit status mismatch (expected EXIT_SUCCESS, got EXIT_FAILURE)	explicit-specialization-and-explicit-instantiation-ownership	0044efd8b explicit-instantiation lowering; 447aab065 stale primary refresh; b9c1574cb member-function explicit specialization; 569fcbd79 member-function explicit instantiation; fb9e82eeb full explicit-specialization defaults	Opus final plan Work log items 9/11 plus explicit-specialization rejection notes cover stale-primary refresh, member ownership, static data, and explicit-instantiation lowering.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: generated LowIR does not match reference after relaxed metadata canonicalization and order canonicalization; canonical diff written to tests/spec/100-explicit-specialization-cross-converting-ctor-body.my.lowir.compare.diff	pa21	harness-or-reference-issue	analysis/reducers/pa21-explicit-specialization-cross-converting-ctor-body.t		no-action	seed=both_fail; value-object reducer is C++11 valid and current/reference both accept, but relaxed LowIR comparison fails because external reference emits EH runtime declarations and omits constructor aliases; no-call reducer is reference-stable but passes Opus start, so no promotable PA21 test; recorded in analysis/reference-reducer-failures.md
pa23/tests/spec/100-explicit-specialization-member-definition-after-forward-use.t	pa23/tests/spec	100	fail	pass	opus_only	generated LowIR failed sanity validation: function @main block ^entry call @s_char___assign expects exactly 0 argument(s), got 2		explicit-specialization-and-explicit-instantiation-ownership	0044efd8b explicit-instantiation lowering; 447aab065 stale primary refresh; b9c1574cb member-function explicit specialization; 569fcbd79 member-function explicit instantiation; fb9e82eeb full explicit-specialization defaults	Opus final plan Work log items 9/11 plus explicit-specialization rejection notes cover stale-primary refresh, member ownership, static data, and explicit-instantiation lowering.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: generated LowIR failed sanity validation: function @main block ^entry call @s_char___assign expects exactly 0 argument(s), got 2	pa21	feature-interaction-earliest-owner	analysis/reducers/pa21-explicit-specialization-member-definition-after-forward-use.t	pa21/tests/spec/300-explicit-specialization-member-definition-after-forward-use.t	test-added	seed=opus_only; PA21 explicit-specialization member-definition after forward use backfill; C++11 valid; current/reference relaxed LowIR match; Opus start 1963d796e relaxed LowIR fails and Opus 447aab065 passes; external refs generated; focused PA21 validation pending in this pass
pa23/tests/spec/100-explicit-specialization-member-function.t	pa23/tests/spec	100	fail	pass	opus_only	generated LowIR does not match reference after relaxed metadata canonicalization and order canonicalization; canonical diff written to tests/spec/100-explicit-specialization-member-function.my.lowir.compare.diff		explicit-specialization-and-explicit-instantiation-ownership	0044efd8b explicit-instantiation lowering; 447aab065 stale primary refresh; b9c1574cb member-function explicit specialization; 569fcbd79 member-function explicit instantiation; fb9e82eeb full explicit-specialization defaults	Opus final plan Work log items 9/11 plus explicit-specialization rejection notes cover stale-primary refresh, member ownership, static data, and explicit-instantiation lowering.	Opus initial PA23 failure seeded from analysis/pa23-initial-failures: generated LowIR does not match reference after relaxed metadata canonicalization and order canonicalization; canonical diff written to tests/spec/100-explicit-specialization-member-function.my.lowir.compare.diff	pa21	feature-interaction-earliest-owner	analysis/reducers/pa21-explicit-specialization-member-function.t	pa21/tests/spec/300-explicit-specialization-member-function.t	test-added	seed=opus_only; PA21 explicit specialization of class-template member function; C++11 valid; current/reference relaxed LowIR match; Opus start 1963d796e relaxed LowIR fails and Opus b9c1574cb passes; external refs generated; focused PA21 validation pending in this pass
